gender,race_ethnicity,parental_level_of_education,test_preparation_course,math_score,reading_score,writing_score
female,group A,some college,none,99,46,78
female,group A,associate's degree,completed,44,75,37
female,group A,bachelor's degree,completed,23,70,57
female,group B,bachelor's degree,none,73,44,82
female,group B,high school,completed,81,68,74
male,group D,some college,none,49,38,15
female,group C,bachelor's degree,none,60,25,14
male,group A,some college,completed,57,15,72
male,group C,high school,none,98,66,42
male,group D,some high school,completed,64,76,22
male,group A,some college,none,68,48,33
female,group B,bachelor's degree,completed,45,64,44
male,group A,master's degree,completed,12,15,42
male,group D,some high school,none,63,22,66
female,group D,some high school,completed,97,34,76
male,group A,some high school,completed,27,27,58
female,group D,some high school,none,52,28,31
female,group C,associate's degree,none,66,22,72
female,group A,high school,none,94,97,77
male,group D,bachelor's degree,completed,62,66,71
female,group A,high school,none,38,55,55
female,group A,associate's degree,completed,33,50,29
male,group C,bachelor's degree,none,40,83,82
male,group D,associate's degree,none,10,81,34
male,group A,high school,none,41,70,92
male,group A,some college,completed,63,91,23
female,group C,some college,none,65,77,96
male,group A,high school,completed,79,32,52
male,group D,bachelor's degree,none,50,27,72
male,group A,high school,completed,58,17,71
female,group B,associate's degree,none,63,39,99
male,group A,some high school,completed,25,85,96
female,group C,associate's degree,completed,75,68,63
female,group A,some college,completed,25,67,47
female,group B,bachelor's degree,none,37,79,30
female,group C,high school,completed,17,42,25
female,group B,some college,none,39,90,79
male,group A,bachelor's degree,none,85,20,87
male,group A,bachelor's degree,completed,46,45,71
male,group B,associate's degree,completed,94,84,25
male,group C,associate's degree,none,17,31,32
male,group A,some college,none,49,83,57
male,group C,associate's degree,none,62,29,22
female,group B,master's degree,none,70,82,24
male,group D,high school,completed,82,86,19
male,group B,bachelor's degree,none,90,59,84
female,group C,associate's degree,none,18,33,11
female,group A,some high school,none,83,72,52
female,group C,high school,none,94,71,88
male,group A,master's degree,none,89,95,99
male,group B,associate's degree,none,17,12,37
female,group B,high school,completed,91,11,95
female,group A,master's degree,completed,29,61,27
male,group C,bachelor's degree,none,20,39,41
male,group C,bachelor's degree,completed,17,24,50
female,group A,master's degree,none,59,46,97
male,group D,some high school,completed,79,19,83
male,group D,bachelor's degree,none,16,15,98
male,group D,some high school,completed,46,82,32
female,group B,bachelor's degree,completed,11,100,87
female,group D,master's degree,completed,44,32,70
male,group D,master's degree,none,94,40,47
female,group B,some high school,none,37,81,88
male,group D,associate's degree,none,32,28,56
male,group A,master's degree,none,90,56,79
male,group B,master's degree,completed,30,26,71
male,group A,bachelor's degree,none,76,27,67
female,group D,some high school,completed,71,12,44
male,group D,associate's degree,completed,34,20,41
female,group D,some high school,completed,53,58,100
male,group B,high school,none,91,89,40
female,group C,associate's degree,completed,20,45,21
female,group D,high school,completed,43,75,41
female,group D,associate's degree,none,48,44,21
female,group A,some high school,completed,58,62,80
female,group A,some high school,completed,58,88,85
female,group B,some college,completed,72,51,68
female,group A,some high school,none,51,40,72
female,group D,bachelor's degree,none,58,72,32
female,group C,bachelor's degree,none,46,54,90
male,group B,master's degree,none,47,100,74
female,group B,associate's degree,none,57,41,48
female,group A,some college,none,36,10,84
female,group D,associate's degree,completed,47,12,77
female,group A,master's degree,completed,89,88,70
female,group B,bachelor's degree,none,97,16,80
male,group C,high school,completed,84,10,51
male,group C,bachelor's degree,completed,43,51,46
female,group B,high school,none,68,81,97
female,group B,bachelor's degree,completed,79,78,28
female,group C,some college,none,18,89,68
female,group B,some high school,completed,73,36,80
female,group A,high school,none,31,65,85
female,group A,high school,none,17,30,51
male,group C,some high school,completed,45,46,74
female,group D,some college,completed,28,38,43
female,group A,high school,none,53,83,57
male,group B,bachelor's degree,completed,86,91,15
male,group B,master's degree,completed,95,28,57
female,group A,some high school,completed,68,63,54
male,group C,associate's degree,completed,86,32,29
female,group C,bachelor's degree,completed,74,84,35
female,group A,some high school,completed,33,32,63
male,group B,master's degree,none,97,63,77
male,group C,some high school,completed,96,98,36
female,group B,some college,none,96,51,73
female,group B,associate's degree,completed,70,80,26
male,group B,some high school,none,47,86,91
male,group B,some high school,completed,36,36,36
male,group B,high school,none,70,24,34
female,group D,some high school,completed,60,48,88
male,group A,high school,none,95,90,35
male,group C,bachelor's degree,completed,35,86,61
male,group A,high school,completed,39,15,100
male,group D,associate's degree,completed,88,50,89
female,group D,bachelor's degree,none,64,28,54
female,group C,high school,completed,39,92,20
female,group B,master's degree,none,24,87,92
female,group D,associate's degree,none,20,87,46
male,group C,bachelor's degree,completed,18,89,53
male,group D,some high school,none,40,57,43
female,group A,some college,completed,41,85,35
female,group B,high school,completed,80,85,82
male,group B,some high school,none,57,42,61
female,group D,high school,none,59,26,55
female,group D,some high school,none,53,71,39
male,group C,some high school,completed,98,80,67
male,group D,some college,completed,91,48,67
male,group C,high school,none,44,53,97
female,group B,master's degree,none,50,24,67
male,group A,some high school,completed,52,94,60
female,group A,high school,completed,54,89,64
male,group D,bachelor's degree,completed,45,59,72
female,group D,master's degree,none,78,86,26
female,group B,master's degree,none,68,97,69
male,group D,some high school,none,46,89,21
male,group B,some college,completed,66,63,50
male,group D,some high school,completed,12,33,13
male,group B,master's degree,completed,14,54,97
female,group A,some college,completed,47,71,98
male,group A,high school,none,35,70,21
female,group D,associate's degree,completed,59,88,73
male,group D,high school,none,57,94,59
male,group C,high school,completed,30,49,98
male,group A,some college,completed,61,85,72
female,group C,some college,none,53,43,92
female,group C,some high school,none,83,97,94
female,group D,high school,completed,90,35,74
female,group A,master's degree,none,15,37,54
male,group B,bachelor's degree,completed,44,97,94
female,group A,master's degree,none,40,39,40
female,group B,high school,completed,26,90,52
female,group B,master's degree,completed,44,85,26
female,group A,associate's degree,completed,27,73,96
female,group C,some high school,none,86,78,76
female,group B,some college,none,33,58,78
male,group D,associate's degree,completed,70,34,65
female,group D,some high school,completed,49,56,65
male,group D,some high school,completed,69,62,40
female,group B,some high school,none,37,95,80
male,group B,some college,completed,37,70,83
male,group A,bachelor's degree,completed,34,77,55
male,group B,high school,none,59,73,44
female,group B,high school,none,17,31,87
female,group A,bachelor's degree,completed,45,67,100
male,group C,bachelor's degree,completed,54,50,57
female,group D,bachelor's degree,completed,64,51,23
female,group D,high school,completed,14,64,34
male,group A,master's degree,none,99,81,51
male,group A,associate's degree,completed,91,81,81
male,group C,master's degree,completed,35,17,72
male,group C,some high school,none,39,68,55
female,group C,master's degree,completed,25,90,84
male,group A,master's degree,completed,58,58,85
male,group C,high school,none,59,45,74
female,group C,some high school,none,10,12,97
male,group C,bachelor's degree,none,48,75,71
female,group A,some high school,none,43,81,85
male,group A,some college,none,93,46,59
female,group C,bachelor's degree,completed,14,37,21
female,group C,associate's degree,completed,21,42,60
male,group B,some high school,completed,99,44,48
female,group B,associate's degree,completed,39,35,50
male,group B,associate's degree,completed,66,32,64
male,group A,some high school,none,60,71,39
male,group D,some college,completed,20,85,48
male,group B,high school,none,93,33,46
female,group A,master's degree,completed,30,31,81
female,group B,associate's degree,none,25,74,21
male,group B,some college,none,76,59,35
female,group A,some college,none,53,32,65
female,group D,master's degree,completed,56,43,100
female,group C,bachelor's degree,completed,87,31,67
male,group D,some college,completed,12,40,86
male,group A,high school,completed,79,78,15
male,group B,high school,none,45,83,71
male,group A,some high school,completed,16,45,18
female,group B,bachelor's degree,none,93,53,35
female,group C,some college,none,91,98,78
male,group B,master's degree,completed,48,55,44
female,group D,bachelor's degree,none,78,89,31
female,group A,bachelor's degree,completed,81,67,19
female,group C,master's degree,none,73,79,38
female,group B,some college,completed,50,51,39
male,group D,master's degree,completed,22,87,82
female,group C,some high school,completed,23,100,35
female,group C,some high school,none,77,41,87
female,group B,some college,completed,30,98,20
